Helpful,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1,1,51,24.9,1,46.57,1,51,9.8,94.12,78.43,62.75,19.61,9.8,9.8,0,0,0,0,9.8,17.65,7.84,7.84,11.76,11.76,1.96,7.84,3.92,21.57,7.84,1.96,0,0,0,0,15.69,0,11.76,1.96,1.96,1.96,0,0,5.88,0,7.84,1.96,5.88,1.96,1.96,0,0,0,0,0,1.96,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,5.88,0,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,5.88,3.92,0,0,1.96,0,0,1.96,0,3.92,9.8,0,0,0,0,0,0,3.92,1.96,0,0,0,0,1.96,0
1,1,17,99,40.06,46.57,95.42,8.5,17.65,64.71,58.82,35.29,0,0,0,0,0,0,0,0,5.88,5.88,0,23.53,0,0,5.88,0,11.76,11.76,0,5.88,0,5.88,0,5.88,0,5.88,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,11.76,0,0,0,5.88,0,5.88,0,0,0,0,0,0,17.65,11.76,0,0,0,0,5.88,0
1,1,28,98.05,9.23,48.09,75.77,14,7.14,85.71,64.29,50,10.71,3.57,3.57,0,0,0,0,7.14,32.14,17.86,7.14,10.71,3.57,0,3.57,0,10.71,7.14,3.57,3.57,0,3.57,0,10.71,7.14,3.57,0,0,0,0,0,3.57,0,3.57,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,10.71,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0
1,1,56,26.1,5.54,35.49,92.84,14,8.93,96.43,76.79,58.93,16.07,8.93,5.36,0,1.79,1.79,0,7.14,10.71,7.14,0,16.07,14.29,5.36,10.71,1.79,19.64,8.93,5.36,0,0,0,0,19.64,0,16.07,0,1.79,3.57,5.36,0,7.14,0,5.36,5.36,0,5.36,5.36,0,0,0,0,0,8.93,3.57,0,0,0,0,1.79,3.57,0,0,1.79,0,5.36,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,5.36,14.29,16.07,0,1.79,7.14,0,7.14,0,0,0,12.5,0,0,0,0,0,0,26.79,3.57,0,0,5.36,16.07,1.79,0
1,1,31,2.75,1.48,58.85,70.91,31,9.68,83.87,70.97,61.29,16.13,6.45,0,0,6.45,0,0,9.68,9.68,3.23,0,9.68,12.9,3.23,16.13,6.45,16.13,3.23,3.23,3.23,0,3.23,0,19.35,0,19.35,0,0,0,6.45,0,19.35,0,9.68,6.45,3.23,3.23,3.23,0,0,0,0,0,9.68,3.23,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,9.68,9.68,0,0,0,0,9.68,0,0,0,9.68,3.23,0,0,0,0,0,19.35,9.68,0,0,0,3.23,6.45,0
1,1,67,1,1,28.11,86.16,11.17,11.94,88.06,68.66,59.7,23.88,13.43,13.43,0,0,0,0,10.45,13.43,1.49,0,7.46,16.42,5.97,7.46,2.99,22.39,4.48,2.99,1.49,0,0,1.49,10.45,0,10.45,1.49,0,4.48,1.49,1.49,0,0,7.46,5.97,1.49,1.49,0,1.49,0,0,1.49,0,7.46,5.97,0,0,0,0,4.48,0,0,0,0,0,2.99,0,0,2.99,5.97,2.99,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,1.49,2.99,0,0,0,0,0,0,5.97,4.48,0,0,1.49,0,2.99,0,2.99,2.99,10.45,1.49,0,0,0,0,0,19.4,8.96,4.48,0,0,5.97,0,0
1,1,28,76.24,3.12,89.39,98.65,14,28.57,85.71,71.43,50,10.71,3.57,3.57,0,0,0,0,7.14,14.29,10.71,0,10.71,7.14,0,10.71,0,17.86,3.57,7.14,0,0,0,0,14.29,0,14.29,3.57,3.57,0,3.57,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,10.71,0,3.57,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,21.43,7.14,10.71,0,0,0,3.57,0
1,1,45,39.7,53.33,19.26,54.76,22.5,17.78,77.78,68.89,57.78,13.33,11.11,4.44,6.67,0,0,0,2.22,11.11,4.44,0,13.33,11.11,2.22,11.11,0,15.56,6.67,2.22,8.89,6.67,0,2.22,11.11,0,11.11,0,2.22,2.22,2.22,0,6.67,0,6.67,4.44,2.22,2.22,2.22,0,0,0,0,0,8.89,2.22,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,2.22,0,2.22,0,0,0,4.44,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,4.44,13.33,2.22,0,4.44,0,6.67,2.22,0,0,11.11,0,0,0,0,0,0,4.44,4.44,0,0,0,0,0,0
1,1,31,17.22,1,99,99,7.75,22.58,90.32,64.52,45.16,6.45,3.23,0,0,3.23,0,0,3.23,3.23,3.23,0,6.45,6.45,0,22.58,3.23,12.9,16.13,0,0,0,0,0,22.58,0,22.58,0,0,0,9.68,0,19.35,0,19.35,19.35,0,6.45,6.45,0,0,0,0,0,3.23,0,0,0,0,0,0,3.23,0,0,0,0,3.23,0,0,3.23,12.9,0,0,12.9,0,0,3.23,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,16.13,9.68,0,3.23,9.68,0,0,0,0,6.45,3.23,0,0,0,0,0,0,16.13,12.9,0,0,0,3.23,0,0
1,1,61,50.51,6.87,71.87,44.83,15.25,18.03,85.25,62.3,47.54,14.75,6.56,4.92,0,1.64,0,0,8.2,14.75,6.56,0,6.56,6.56,1.64,6.56,0,13.11,11.48,9.84,0,0,0,0,9.84,0,9.84,1.64,0,1.64,1.64,0,6.56,0,1.64,1.64,0,1.64,1.64,0,0,0,0,0,6.56,3.28,1.64,0,0,1.64,0,1.64,0,0,0,0,3.28,1.64,0,1.64,1.64,0,0,1.64,0,0,1.64,0,0,0,0,0,0,0,0,1.64,1.64,0,0,0,0,0,0,0,14.75,13.11,3.28,0,4.92,6.56,0,0,4.92,3.28,4.92,1.64,0,0,0,0,0,13.11,6.56,6.56,0,0,0,0,0
1,1,31,41.62,40.06,35.88,99,31,12.9,100,83.87,58.06,12.9,6.45,3.23,0,3.23,0,0,6.45,12.9,9.68,0,9.68,9.68,6.45,9.68,0,25.81,9.68,0,3.23,0,3.23,0,19.35,3.23,16.13,3.23,0,3.23,3.23,3.23,3.23,0,9.68,9.68,0,3.23,3.23,0,0,0,0,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,6.45,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,19.35,9.68,0,0,6.45,0,0,3.23,3.23,3.23,6.45,0,0,0,0,0,0,6.45,3.23,0,0,3.23,0,0,0
1,1,25,63.53,1,35.01,99,12.5,32,76,56,36,8,0,0,0,0,0,0,8,4,0,0,12,12,0,4,0,20,8,8,4,0,4,0,20,0,20,0,0,4,0,0,16,0,16,12,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,4,4,0,0,0,0,0
1,1,88,62.1,1,92.7,55.62,11,12.5,82.95,70.45,55.68,15.91,13.64,13.64,0,0,0,0,2.27,20.45,7.95,1.14,13.64,7.95,1.14,6.82,2.27,18.18,6.82,3.41,3.41,1.14,2.27,0,14.77,2.27,12.5,2.27,1.14,2.27,1.14,1.14,4.55,0,2.27,2.27,0,1.14,1.14,0,0,0,0,0,1.14,0,0,0,0,0,0,1.14,0,1.14,0,0,1.14,0,0,1.14,1.14,0,0,1.14,0,0,4.55,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,9.09,10.23,0,0,3.41,3.41,0,3.41,4.55,1.14,10.23,1.14,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
1,1,33,89.52,5.27,50.45,67.94,11,9.09,87.88,72.73,63.64,12.12,6.06,6.06,0,0,0,0,6.06,27.27,18.18,0,12.12,6.06,6.06,6.06,0,9.09,9.09,3.03,6.06,0,3.03,3.03,9.09,6.06,3.03,0,0,0,0,0,3.03,0,3.03,3.03,0,3.03,3.03,0,0,0,0,0,6.06,6.06,3.03,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,9.09,3.03,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,6.06,0,0,6.06,0,0,0,3.03,3.03,6.06,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
1,1,37,21.37,1,99,62.77,12.33,10.81,94.59,78.38,59.46,24.32,16.22,16.22,0,0,0,0,8.11,10.81,0,0,18.92,10.81,0,10.81,0,27.03,2.7,2.7,2.7,0,0,2.7,18.92,2.7,16.22,0,5.41,0,2.7,0,10.81,0,2.7,2.7,0,2.7,2.7,0,0,0,0,0,5.41,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,18.92,0,2.7,8.11,8.11,0,0,2.7,13.51,5.41,0,2.7,0,2.7,0,0,16.22,5.41,0,0,2.7,8.11,0,0
1,1,227,35.15,10.64,68.04,46.9,16.21,11.89,88.99,74.89,58.15,17.18,8.81,6.61,0,1.76,0,0.44,8.37,14.1,7.93,4.41,12.33,9.69,5.73,7.93,1.32,18.06,6.17,4.41,2.64,1.32,0.44,0.88,10.57,0,10.57,1.32,0,1.76,2.2,1.32,4.41,0,2.64,2.2,0.44,1.32,0.88,0.44,0,0,0.44,0,4.85,0.88,0,0,0,0,0.88,3.96,1.76,0,0.88,0.88,0,0,0,0,4.41,0.44,0,0,3.96,0,0.88,0,0,0,0,0,0,0.44,0,0,0.44,2.2,0,0.44,0,0,0,0,4.85,5.73,0.44,0.44,3.52,1.32,0,0.44,6.17,5.73,7.49,0.44,0.88,0.88,0,0,0,21.15,7.05,2.64,0.88,0.44,4.85,5.29,0
1,1,26,89.52,62.84,57.98,99,8.67,15.38,80.77,57.69,42.31,3.85,3.85,0,0,3.85,0,0,0,15.38,11.54,0,7.69,7.69,0,7.69,0,15.38,7.69,3.85,0,0,0,0,11.54,0,11.54,0,0,0,7.69,3.85,3.85,0,7.69,7.69,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,11.54,3.85,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,19.23,0,0,15.38,3.85,0,0,0,0,3.85,0,0,0,0,0,0,11.54,7.69,0,0,3.85,0,0,0
1,1,45,66.04,5.61,10.18,54.76,9,17.78,86.67,71.11,60,11.11,4.44,4.44,0,0,0,0,6.67,20,13.33,4.44,8.89,11.11,4.44,6.67,0,15.56,8.89,11.11,2.22,0,2.22,0,13.33,2.22,11.11,0,2.22,2.22,2.22,0,4.44,0,2.22,2.22,0,2.22,2.22,0,0,0,0,0,4.44,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,2.22,0,0,8.89,6.67,0,0,0,4.44,0,2.22,4.44,0,11.11,0,0,0,0,0,0,13.33,11.11,2.22,0,0,0,0,0
1,1,10,97.77,40.06,98.38,99,5,40,80,50,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
1,1,13,99,40.06,30.98,99,13,15.38,92.31,69.23,53.85,7.69,0,0,0,0,0,0,7.69,23.08,15.38,0,30.77,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,15.38,0,0,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,0
1,1,55,13.83,2.92,37.49,47.86,11,18.18,80,70.91,56.36,16.36,5.45,3.64,0,1.82,0,0,10.91,9.09,5.45,0,9.09,10.91,7.27,9.09,1.82,14.55,12.73,5.45,0,0,0,0,14.55,1.82,12.73,0,1.82,1.82,1.82,0,9.09,0,1.82,1.82,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,1.82,1.82,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,9.09,0,1.82,1.82,3.64,0,1.82,1.82,0,12.73,0,0,0,0,0,0,16.36,9.09,3.64,0,0,1.82,1.82,0
1,1,79,78.11,1.62,90.41,90.96,13.17,22.78,92.41,74.68,62.03,10.13,7.59,6.33,0,1.27,0,0,2.53,22.78,13.92,0,15.19,5.06,8.86,10.13,1.27,11.39,8.86,5.06,1.27,1.27,0,0,12.66,1.27,11.39,0,1.27,1.27,3.8,1.27,7.59,0,7.59,6.33,1.27,5.06,5.06,0,0,0,0,0,5.06,3.8,1.27,0,0,0,0,1.27,0,0,0,0,0,0,0,0,7.59,0,1.27,3.8,2.53,0,1.27,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.39,0,2.53,7.59,1.27,0,0,2.53,0,5.06,0,0,0,0,0,0,13.92,13.92,0,0,0,0,0,0
1,1,54,7.9,13.82,86.01,99,13.5,18.52,90.74,77.78,61.11,20.37,16.67,9.26,0,7.41,0,0,3.7,12.96,7.41,1.85,7.41,14.81,3.7,11.11,0,18.52,11.11,9.26,1.85,0,1.85,0,12.96,0,12.96,0,0,1.85,5.56,0,11.11,0,7.41,7.41,0,3.7,3.7,0,0,0,0,0,11.11,3.7,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,5.56,1.85,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,7.41,5.56,0,1.85,1.85,1.85,0,0,1.85,7.41,7.41,0,0,0,0,0,0,16.67,7.41,5.56,0,0,3.7,0,0
1,1,50,78.84,3.95,35.01,99,12.5,36,74,64,44,8,2,2,0,0,0,0,6,16,12,0,8,8,2,8,0,16,14,4,6,0,6,0,18,0,18,2,4,0,0,2,8,0,10,10,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12,4,0,0,2,0,0,2,2,2,10,0,0,0,0,0,0,16,8,8,0,0,0,0,0
1,1,41,48.44,88.82,1,99,10.25,7.32,92.68,78.05,63.41,21.95,12.2,2.44,0,0,7.32,0,9.76,19.51,9.76,0,14.63,12.2,2.44,4.88,0,19.51,9.76,4.88,2.44,2.44,0,0,4.88,0,4.88,2.44,0,2.44,0,0,0,0,12.2,12.2,0,4.88,4.88,0,0,0,0,0,14.63,2.44,2.44,0,0,0,0,12.2,2.44,0,9.76,0,0,0,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,7.32,2.44,0,0,2.44,0,0,0,2.44,7.32,7.32,2.44,0,0,0,0,0,9.76,9.76,0,0,0,0,0,0
1,1,42,76.24,4.61,24.32,98.65,14,14.29,85.71,73.81,54.76,7.14,2.38,2.38,0,0,0,0,4.76,19.05,14.29,2.38,9.52,7.14,7.14,9.52,0,14.29,14.29,2.38,2.38,0,2.38,0,16.67,2.38,14.29,0,4.76,2.38,4.76,0,7.14,0,7.14,7.14,0,2.38,2.38,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,9.52,9.52,0,2.38,2.38,2.38,0,2.38,2.38,0,4.76,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0
1,1,39,31.07,15.29,66.8,60.52,39,12.82,84.62,74.36,64.1,15.38,12.82,5.13,0,7.69,0,0,2.56,17.95,7.69,2.56,12.82,12.82,2.56,7.69,5.13,20.51,5.13,5.13,0,0,0,0,15.38,0,15.38,2.56,0,0,5.13,0,10.26,0,2.56,2.56,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,10.26,10.26,0,0,2.56,5.13,2.56,0,0,5.13,2.56,2.56,0,0,0,0,0,12.82,5.13,2.56,0,0,5.13,0,0
1,1,45,86.15,17.85,19.26,54.76,9,20,80,64.44,60,17.78,6.67,4.44,0,0,0,2.22,11.11,22.22,8.89,0,17.78,4.44,2.22,2.22,2.22,8.89,0,4.44,2.22,0,2.22,0,11.11,6.67,4.44,0,2.22,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,2.22,0,0,0,0,4.44,0,2.22,2.22,2.22,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,8.89,0,0,6.67,2.22,0,0,2.22,0,6.67,0,0,0,0,0,0,15.56,13.33,2.22,0,0,0,0,0
1,1,119,44.19,1,70.01,31.82,10.82,12.61,90.76,77.31,63.03,15.97,7.56,6.72,0,0,0,0.84,8.4,19.33,8.4,5.88,13.45,8.4,6.72,5.88,3.36,15.13,5.88,7.56,5.88,0,3.36,3.36,15.97,2.52,13.45,1.68,2.52,1.68,0.84,2.52,5.04,0,2.52,1.68,0.84,0.84,0.84,0,0,0,0,0,1.68,0.84,0,0,0,0.84,0,0.84,0,0,0,0,1.68,0,0,1.68,3.36,0.84,0,1.68,0.84,0,0,0,0,0,0,0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,6.72,5.88,0,0,5.04,0.84,0,0,4.2,1.68,6.72,0.84,2.52,0,2.52,0,0,15.97,9.24,1.68,0,0,1.68,3.36,0
1,1,22,81.89,5.27,20.79,99,11,36.36,81.82,77.27,54.55,13.64,9.09,9.09,0,0,0,0,4.55,13.64,9.09,0,13.64,4.55,4.55,4.55,0,13.64,13.64,4.55,0,0,0,0,22.73,4.55,18.18,0,9.09,0,0,0,0,0,9.09,9.09,0,4.55,4.55,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,4.55,4.55,0,0,0,4.55,4.55,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
1,1,25,89.52,82.98,1,81.12,8.33,8,84,64,52,16,12,4,0,0,4,0,4,24,12,8,12,4,0,4,0,12,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,16,4,0,0,0,0,0,12,4,0,8,0,0,0,0,0,16,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,16,12,0,0,0,4,0,0
1,1,23,23.51,1,98.67,84.9,7.67,8.7,86.96,73.91,65.22,21.74,8.7,8.7,0,0,0,0,13.04,13.04,4.35,4.35,17.39,4.35,8.7,4.35,8.7,13.04,0,8.7,0,0,0,0,13.04,8.7,4.35,0,4.35,0,0,0,0,0,4.35,4.35,0,4.35,4.35,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,8.7,8.7,0,4.35,4.35,0,0,0,13.04,13.04,0,0,0,0,0,0,0,13.04,8.7,0,0,4.35,0,0,0
1,1,57,67.62,9.55,22.93,92.27,14.25,8.77,85.96,71.93,57.89,10.53,3.51,3.51,0,0,0,0,7.02,17.54,12.28,0,14.04,5.26,10.53,8.77,1.75,14.04,5.26,3.51,1.75,0,0,1.75,8.77,1.75,7.02,0,1.75,0,0,3.51,1.75,0,5.26,5.26,0,1.75,1.75,0,0,0,0,0,1.75,1.75,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,10.53,7.02,0,3.51,1.75,1.75,0,0,3.51,3.51,5.26,1.75,0,0,0,0,0,8.77,8.77,0,0,0,0,0,0
1,1,31,41.62,88.59,6.29,97.31,31,29.03,80.65,70.97,58.06,12.9,9.68,3.23,0,6.45,0,0,3.23,16.13,9.68,0,9.68,9.68,6.45,9.68,0,19.35,3.23,3.23,6.45,0,3.23,3.23,9.68,0,9.68,0,6.45,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,16.13,9.68,3.23,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,0,0,3.23,0,0,0,3.23,3.23,6.45,0,0,0,0,0,0,9.68,3.23,6.45,0,0,0,0,0
1,1,14,35.59,79.51,72.58,99,7,21.43,78.57,57.14,35.71,14.29,14.29,7.14,0,0,7.14,0,0,21.43,7.14,0,0,7.14,0,7.14,0,7.14,21.43,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,21.43,21.43,0,7.14,7.14,0,0,0,0,0,21.43,7.14,0,0,0,0,0,14.29,7.14,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,0
1,1,48,62.1,3.47,54.55,99,12,16.67,95.83,68.75,54.17,20.83,12.5,12.5,0,0,0,0,8.33,18.75,6.25,0,14.58,4.17,2.08,6.25,0,12.5,8.33,0,4.17,2.08,2.08,0,4.17,0,4.17,0,0,2.08,2.08,0,0,0,10.42,10.42,0,8.33,8.33,0,0,0,0,0,10.42,8.33,2.08,0,0,0,0,2.08,0,0,0,0,0,0,0,0,10.42,6.25,0,4.17,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,18.75,12.5,4.17,2.08,2.08,6.25,0,2.08,4.17,2.08,4.17,0,0,0,0,0,0,12.5,8.33,2.08,0,0,0,2.08,0
1,1,37,15.89,7.05,98.19,93.12,7.4,8.11,94.59,75.68,64.86,16.22,13.51,10.81,0,2.7,0,0,2.7,24.32,5.41,13.51,8.11,8.11,13.51,5.41,0,13.51,5.41,16.22,0,0,0,0,13.51,2.7,8.11,0,0,2.7,2.7,0,2.7,0,5.41,5.41,0,5.41,5.41,0,0,0,0,0,5.41,2.7,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,10.81,8.11,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,5.41,8.11,0,0,8.11,0,0,0,10.81,8.11,8.11,0,2.7,2.7,0,0,0,16.22,10.81,0,0,0,0,5.41,0
1,1,77,45.12,26.01,8.03,61.07,19.25,14.29,87.01,66.23,55.84,12.99,6.49,3.9,0,0,0,2.6,6.49,12.99,3.9,1.3,14.29,7.79,5.19,9.09,1.3,12.99,3.9,6.49,0,0,0,0,6.49,3.9,2.6,0,0,1.3,0,0,1.3,0,3.9,2.6,0,2.6,1.3,0,0,0,0,0,7.79,3.9,0,0,0,0,3.9,3.9,0,0,0,0,1.3,0,0,1.3,3.9,1.3,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39,11.69,2.6,1.3,2.6,3.9,1.3,0,2.6,3.9,5.19,0,1.3,0,0,0,1.3,19.48,9.09,5.19,0,5.19,0,0,0
1,1,22,89.52,40.06,5.07,99,7.33,13.64,77.27,63.64,36.36,0,0,0,0,0,0,0,0,13.64,13.64,0,9.09,4.55,9.09,9.09,0,4.55,27.27,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,13.64,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,13.64,0,0,4.55,9.09,0,0,4.55,0,4.55,0,0,0,0,0,0,13.64,13.64,0,0,0,0,0,0
1,1,40,69.05,8.37,15.38,99,13.33,22.5,87.5,70,55,10,5,5,0,0,0,0,5,15,10,0,12.5,7.5,7.5,7.5,0,10,7.5,10,0,0,0,0,5,0,5,0,2.5,0,0,0,2.5,0,7.5,7.5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,5,0,0,0,5,0,0,5,7.5,2.5,0,0,0,0,0,0,25,7.5,10,0,0,2.5,5,0
1,1,57,72.25,1,99,92.27,28.5,21.05,84.21,71.93,59.65,14.04,8.77,8.77,0,0,0,0,5.26,17.54,10.53,0,15.79,5.26,7.02,7.02,1.75,12.28,12.28,1.75,1.75,0,1.75,0,19.3,0,19.3,5.26,0,0,3.51,1.75,10.53,0,5.26,5.26,0,1.75,1.75,0,0,0,0,0,1.75,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,15.79,0,1.75,7.02,1.75,0,3.51,0,0,7.02,0,0,0,0,0,0,10.53,5.26,3.51,0,0,1.75,0,0
